    1   5.3521   2.6745
    2   5.4042   2.7116
    3   5.4419   2.7468
    4   5.4709   2.7819
    5   5.4948   2.8178
    6   5.5184   2.8552
    7   5.5744   2.8946
    8   5.6307   2.9364
    9   5.6878   2.9806
   10   5.7459   3.0274
   11   5.8051   3.0768
   12   5.8655   3.1289
   13   5.9273   3.1835
   14   5.9904   3.2407
   15   6.0548   3.3004
   16   6.1205   3.3626
   17   6.1875   3.4270
   18   6.2558   3.4938
   19   6.3254   3.5627
   20   6.3961   3.6336
   21   6.4680   3.7065
   22   6.5410   3.7812
   23   6.6150   3.8576
   24   6.6900   3.9355
   25   6.7659   4.0149
   26   6.8427   4.0955
   27   6.9203   4.1772
   28   7.0010   4.2599
   29   7.0926   4.3435
   30   7.1847   4.4277
   31   7.2807   4.5124
   32   7.3900   4.5976
   33   7.4991   4.6829
   34   7.6081   4.7684
   35   7.7168   4.8539
   36   7.8251   4.9393
   37   7.9331   5.0244
   38   8.0405   5.1092
   39   8.1475   5.1936
   40   8.2538   5.2774
   41   8.3596   5.3606
   42   8.4648   5.4431
   43   8.5692   5.5249
   44   8.6730   5.6059
   45   8.7761   5.6861
   46   8.8785   5.7654
   47   8.9801   5.8438
   48   9.0810   5.9213
   49   9.1812   5.9978
   50   9.2807   6.0735
   51   9.3794   6.1482
   52   9.4775   6.2220
   53   9.5748   6.2948
   54   9.6714   6.3667
   55   9.7673   6.4377
   56   9.8626   6.5079
   57   9.9644   6.5772
   58  10.0691   6.6456
   59  10.1731   6.7132
   60  10.2763   6.7800
   61  10.3788   6.8461
   62  10.4806   6.9114
   63  10.5816   6.9760
   64  10.6820   7.0399
   65  10.7817   7.1032
   66  10.8807   7.1658
   67  10.9791   7.2279
   68  11.0768   7.2893
   69  11.1739   7.3502
   70  11.2703   7.4106
   71  11.3661   7.4704
   72  11.4614   7.5298
   73  11.5560   7.5888
   74  11.6501   7.6473
   75  11.7436   7.7053
   76  11.8365   7.7630
   77  11.9288   7.8203
   78  12.0206   7.8773
   79  12.1119   7.9339
   80  12.2026   7.9902
   81  12.2928   8.0462
   82  12.3825   8.1019
   83  12.4716   8.1573
   84  12.5603   8.2125
   85  12.6485   8.2674
   86  12.7362   8.3220
   87  12.8234   8.3765
   88  12.9102   8.4307
   89  12.9965   8.4847
   90  13.0824   8.5385
   91  13.1679   8.5921
   92  13.2529   8.6455
   93  13.3375   8.6988
   94  13.4217   8.7519
   95  13.5055   8.8048
   96  13.5889   8.8575
   97  13.6720   8.9101
   98  13.7547   8.9626
   99  13.8371   9.0149
  100  13.9191   9.0670
  101  14.0008   9.1190
  102  14.0822   9.1709
  103  14.1632   9.2227
  104  14.2440   9.2743
  105  14.3245   9.3258
  106  14.4048   9.3771
  107  14.4848   9.4283
  108  14.5645   9.4794
  109  14.6440   9.5304
  110  14.7233   9.5812
  111  14.8024   9.6320
  112  14.8814   9.6826
  113  14.9601   9.7330
  114  15.0386   9.7834
  115  15.1171   9.8336
  116  15.1953   9.8838
  117  15.2735   9.9338
  118  15.3515   9.9836
  119  15.4294  10.0334
  120  15.5072  10.0830
  121  15.5850  10.1325
  122  15.6626  10.1819
  123  15.7402  10.2312
  124  15.8178  10.2804
  125  15.8954  10.3294
  126  15.9729  10.3783
  127  16.0504  10.4271
  128  16.1279  10.4758
  129  16.2054  10.5243
  130  16.2829  10.5728
  131  16.3605  10.6211
  132  16.4381  10.6693
  133  16.5158  10.7173
  134  16.5935  10.7653
  135  16.6713  10.8131
  136  16.7491  10.8608
  137  16.8271  10.9084
  138  16.9051  10.9559
  139  16.9833  11.0033
  140  17.0616  11.0505
  141  17.1399  11.0976
  142  17.2185  11.1446
  143  17.2971  11.1915
  144  17.3759  11.2383
  145  17.4548  11.2849
  146  17.5338  11.3314
  147  17.6131  11.3778
  148  17.6924  11.4241
  149  17.7720  11.4703
  150  17.8517  11.5163
  151  17.9315  11.5623
  152  18.0116  11.6081
  153  18.0918  11.6538
  154  18.1722  11.6993
  155  18.2527  11.7448
  156  18.3335  11.7901
  157  18.4144  11.8353
  158  18.4955  11.8804
  159  18.5767  11.9254
  160  18.6582  11.9702
  161  18.7398  12.0150
  162  18.8215  12.0596
  163  18.9035  12.1041
  164  18.9856  12.1484
  165  19.0678  12.1927
  166  19.1502  12.2368
  167  19.2328  12.2808
  168  19.3155  12.3246
  169  19.3983  12.3684
  170  19.4813  12.4120
  171  19.5644  12.4554
  172  19.6476  12.4988
  173  19.7309  12.5420
  174  19.8143  12.5851
  175  19.8978  12.6281
  176  19.9814  12.6709
  177  20.0650  12.7136
  178  20.1487  12.7561
  179  20.2325  12.7985
  180  20.3162  12.8408
  181  20.4001  12.8829
  182  20.4839  12.9249
  183  20.5677  12.9668
  184  20.6515  13.0085
  185  20.7353  13.0500
  186  20.8190  13.0914
  187  20.9027  13.1327
  188  20.9863  13.1738
  189  21.0699  13.2148
  190  21.1533  13.2556
  191  21.2367  13.2962
  192  21.3199  13.3367
  193  21.4030  13.3770
  194  21.4859  13.4172
  195  21.5687  13.4572
  196  21.6513  13.4970
  197  21.7337  13.5367
  198  21.8160  13.5762
  199  21.8980  13.6155
  200  21.9797  13.6547
  201  22.0613  13.6937
  202  22.1425  13.7325
  203  22.2235  13.7711
  204  22.3043  13.8096
  205  22.3847  13.8479
  206  22.4648  13.8860
  207  22.5446  13.9239
  208  22.6241  13.9617
  209  22.7033  13.9992
  210  22.7821  14.0366
  211  22.8605  14.0738
  212  22.9386  14.1108
  213  23.0163  14.1476
  214  23.0936  14.1842
  215  23.1706  14.2207
  216  23.2471  14.2569
  217  23.3232  14.2930
  218  23.3989  14.3288
  219  23.4742  14.3645
  220  23.5490  14.4000
  221  23.6234  14.4353
  222  23.6974  14.4704
  223  23.7709  14.5053
  224  23.8440  14.5400
  225  23.9166  14.5745
  226  23.9888  14.6088
  227  24.0604  14.6429
  228  24.1317  14.6769
  229  24.2024  14.7106
  230  24.2727  14.7441
  231  24.3425  14.7775
  232  24.4118  14.8107
  233  24.4807  14.8436
  234  24.5490  14.8764
  235  24.6169  14.9089
  236  24.6843  14.9413
  237  24.7512  14.9735
  238  24.8177  15.0055
  239  24.8836  15.0373
  240  24.9491  15.0689
  241  25.0141  15.1004
  242  25.0786  15.1316
  243  25.1426  15.1627
  244  25.2061  15.1935
  245  25.2692  15.2242
  246  25.3318  15.2547
  247  25.3939  15.2850
  248  25.4555  15.3151
  249  25.5167  15.3451
  250  25.5774  15.3748
  251  25.6376  15.4044
  252  25.6974  15.4338
  253  25.7567  15.4630
  254  25.8155  15.4921
  255  25.8739  15.5209
  256  25.9318  15.5496
  257  25.9893  15.5781
  258  26.0463  15.6065
  259  26.1029  15.6347
  260  26.1591  15.6627
  261  26.2148  15.6905
  262  26.2700  15.7181
  263  26.3248  15.7456
  264  26.3793  15.7730
  265  26.4332  15.8001
  266  26.4868  15.8271
  267  26.5399  15.8540
  268  26.5926  15.8806
  269  26.6450  15.9072
  270  26.6969  15.9335
  271  26.7484  15.9597
  272  26.7994  15.9857
  273  26.8501  16.0116
  274  26.9005  16.0374
  275  26.9504  16.0629
  276  26.9999  16.0884
  277  27.0490  16.1137
  278  27.0978  16.1388
  279  27.1462  16.1638
  280  27.1942  16.1886
  281  27.2419  16.2133
  282  27.2892  16.2378
  283  27.3361  16.2622
  284  27.3827  16.2865
  285  27.4289  16.3106
  286  27.4747  16.3346
  287  27.5203  16.3584
  288  27.5654  16.3821
  289  27.6103  16.4057
  290  27.6548  16.4292
  291  27.6989  16.4525
  292  27.7428  16.4756
  293  27.7863  16.4987
  294  27.8295  16.5216
  295  27.8724  16.5444
  296  27.9149  16.5670
  297  27.9572  16.5895
  298  27.9991  16.6119
  299  28.0407  16.6342
  300  28.0820  16.6564
  301  28.1231  16.6784
  302  28.1638  16.7003
  303  28.2042  16.7221
  304  28.2444  16.7438
  305  28.2842  16.7653
  306  28.3238  16.7868
  307  28.3631  16.8081
  308  28.4021  16.8293
  309  28.4409  16.8504
  310  28.4793  16.8713
  311  28.5175  16.8922
  312  28.5555  16.9130
  313  28.5931  16.9336
  314  28.6305  16.9542
  315  28.6677  16.9746
  316  28.7046  16.9949
  317  28.7412  17.0151
  318  28.7776  17.0352
  319  28.8137  17.0552
  320  28.8496  17.0751
  321  28.8853  17.0949
  322  28.9207  17.1146
  323  28.9559  17.1342
  324  28.9908  17.1537
  325  29.0255  17.1731
  326  29.0600  17.1924
  327  29.0942  17.2116
  328  29.1283  17.2307
  329  29.1621  17.2498
  330  29.1957  17.2687
  331  29.2290  17.2875
  332  29.2622  17.3062
  333  29.2951  17.3249
  334  29.3278  17.3434
  335  29.3603  17.3619
  336  29.3926  17.3802
  337  29.4247  17.3985
  338  29.4566  17.4167
  339  29.4883  17.4348
  340  29.5198  17.4528
  341  29.5511  17.4708
  342  29.5822  17.4886
  343  29.6131  17.5064
  344  29.6438  17.5240
  345  29.6743  17.5416
  346  29.7046  17.5591
  347  29.7348  17.5766
  348  29.7648  17.5939
  349  29.7945  17.6112
  350  29.8241  17.6284
  351  29.8536  17.6455
  352  29.8828  17.6625
  353  29.9119  17.6794
  354  29.9408  17.6963
  355  29.9695  17.7131
  356  29.9980  17.7298
  357  30.0264  17.7465
  358  30.0547  17.7630
  359  30.0827  17.7795
  360  30.1106  17.7960
  361  30.1383  17.8123
  362  30.1659  17.8286
  363  30.1933  17.8448
  364  30.2205  17.8609
  365  30.2476  17.8770
  366  30.2746  17.8930
  367  30.3014  17.9089
  368  30.3280  17.9247
  369  30.3545  17.9405
  370  30.3808  17.9563
  371  30.4070  17.9719
  372  30.4330  17.9875
  373  30.4589  18.0030
  374  30.4847  18.0185
  375  30.5103  18.0338
  376  30.5357  18.0492
  377  30.5611  18.0644
  378  30.5863  18.0796
  379  30.6113  18.0947
  380  30.6362  18.1098
  381  30.6610  18.1248
  382  30.6856  18.1398
  383  30.7102  18.1546
  384  30.7345  18.1695
  385  30.7588  18.1842
  386  30.7829  18.1989
  387  30.8069  18.2136
  388  30.8308  18.2281
  389  30.8545  18.2427
  390  30.8781  18.2571
  391  30.9016  18.2715
  392  30.9250  18.2859
  393  30.9482  18.3002
  394  30.9714  18.3144
  395  30.9944  18.3286
  396  31.0173  18.3427
  397  31.0400  18.3568
  398  31.0627  18.3708
  399  31.0852  18.3848
  400  31.1077  18.3987
  401  31.1300  18.4125
  402  31.1522  18.4263
